quarter,govdef_owid,govdef_fred,govdef_spliced
1979.0,29.127788733140996,30.38625,30.38625
1979.25,29.961831600027512,31.3305,31.3305
1979.5,30.80166643126741,31.39025,31.39025
1979.75,31.86738787228908,32.6335,32.6335
1980.0,34.75329766020616,33.96025,33.96025
1980.25,35.70852660499824,35.66975,35.66975
1980.5,36.00665538394608,36.0885,36.0885
1980.75,37.32085571563455,37.509,37.509
1981.0,40.92293028624222,39.141,39.141
1981.25,41.75940527636982,40.7215,40.7215
1981.5,42.158339502430664,41.62675,41.62675
1981.75,43.6768633306623,43.64425,43.64425
1982.0,47.36028736683426,44.94375,44.94375
1982.25,48.29729625276522,46.035,46.035
1982.5,49.227415367476105,47.6355,47.6355
1982.75,50.79139343443441,48.6075,48.6075
1983.0,53.03462042253301,49.25675,49.25675
1983.25,53.89869944116936,50.24975,50.24975
1983.5,55.30813980763359,50.831,50.831
1983.75,54.69903492564402,51.94825,51.94825
1984.0,56.726543662086534,52.69075,52.69075
1984.25,58.51219411732724,53.74675,53.74675
1984.5,59.47644536315722,54.718,54.718
1984.75,61.04781776376903,56.54425,56.54425
1985.0,58.37758272996771,56.33825,56.33825
1985.25,59.979711930104045,57.32725,57.32725
1985.5,61.722027435252315,59.627,59.627
1985.75,62.489714343650974,60.787,60.787
1986.0,64.14757154229922,60.5795,60.5795
1986.25,65.61504405375194,62.58875,62.58875
1986.5,67.46297240150722,63.74375,63.74375
1986.75,67.58526177746161,62.04,62.04
1987.0,66.79115672897399,63.516,63.516
1987.25,67.91759488809359,64.97075,64.97075
1987.5,68.64646663811214,66.106,66.106
1987.75,69.83916586541525,67.03175,67.03175
1988.0,69.04376704706861,68.15775,68.15775
1988.25,69.94518992809941,68.60525,68.60525
1988.5,70.4416257176526,68.652,68.652
1988.75,72.27059967916436,71.233,71.233
1989.0,71.38816304285969,69.252,69.252
1989.25,73.25452024659458,71.967,71.967
1989.5,74.4369725845773,72.176,72.176
1989.75,75.43406752903842,72.66125,72.66125
1990.0,70.69663263152992,73.99675,73.99675
1990.25,71.54685572578062,74.561,74.561
1990.5,72.23402233620241,73.305,73.305
1990.75,73.98105609151204,75.817,75.817
1991.0,64.73262273100296,78.7145,78.7145
1991.25,65.20534387276138,78.39025,78.39025
1991.5,65.49702287512295,78.49875,78.49875
1991.75,65.70320975610267,77.127,77.127
1992.0,70.30815773239597,76.606,76.606
1992.25,70.9334017306191,76.0335,76.0335
1992.5,71.81828094844336,78.57175,78.57175
1992.75,72.08851352394657,78.082,78.082
1993.0,73.60671683546984,75.72475,75.72475
1993.25,74.11866884305654,74.8825,74.8825
1993.5,74.64695974450238,75.751,75.751
1993.75,75.22971362547872,76.06925,76.06925
1994.0,71.59166689082954,73.404,73.404
1994.25,72.55567143081088,73.52975,73.52975
1994.5,74.22313874321101,76.10725,76.10725
1994.75,74.21271707250851,73.29775,73.29775
1995.0,68.9036794591348,73.255,73.255
1995.25,69.65013598660876,73.76025,73.76025
1995.5,69.73148060819247,73.52525,73.52525
1995.75,69.654920964349,71.65375,71.65375
1996.0,68.10863256684411,71.879,71.879
1996.25,69.01495967548023,73.53775,73.53775
1996.5,69.38488910757661,73.1085,73.1085
1996.75,70.27734386250911,73.72825,73.72825
1997.0,67.98098098575691,71.788,71.788
1997.25,68.86834531137703,74.58875,74.58875
1997.5,69.20554375511267,72.7065,72.7065
1997.75,69.76458328025335,73.927,73.927
1998.0,67.91874988269078,69.99025,69.99025
1998.25,69.55310034581545,72.825,72.825
1998.5,70.60220594813951,73.18925,73.18925
1998.75,71.71633875721922,73.4925,73.4925
1999.0,70.88299876933176,73.098,73.098
1999.25,72.05451372512562,73.55825,73.55825
1999.5,73.59820671741714,75.97225,75.97225
1999.75,75.45909689990556,79.1375,79.1375
2000.0,74.02784440300513,74.97625,74.97625
2000.25,75.42171724620138,79.0795,79.0795
2000.5,76.08566259458776,77.2535,77.2535
2000.75,77.0630231384857,77.8455,77.8455
2001.0,78.56329072875701,79.973,79.973
2001.25,80.48227481633113,80.66625,80.66625
2001.5,80.76580779715042,81.84775,81.84775
2001.75,82.14649013853136,83.008,83.008
2002.0,85.11089836408759,86.91325,86.91325
2002.25,86.45302696690945,88.43325,88.43325
2002.5,87.57908533026772,89.06125,89.06125
2002.75,89.0500250373852,94.1105,94.1105
2003.0,99.15101384614108,97.12825,97.12825
2003.25,100.92189283540411,103.33875,103.33875
2003.5,101.57288434045454,103.35275,103.35275
2003.75,102.76105764687524,107.35925,107.35925
2004.0,111.30615185170767,110.24275,110.24275
2004.25,113.26346987958061,111.07025,111.07025
2004.5,115.10963157500646,114.0905,114.0905
2004.75,116.04721107477766,113.519,113.519
2005.0,121.0920094413134,117.735,117.735
2005.25,122.45554652248452,118.666,118.666
2005.5,125.02891286840386,120.81075,120.81075
2005.75,126.00570125018827,120.75975,120.75975
2006.0,127.81047937226985,124.96175,124.96175
2006.25,129.70875244372743,124.7615,124.7615
2006.5,130.92660555710415,123.789,123.789
2006.75,132.6621695081511,127.75525,127.75525
2007.0,134.90098847596838,127.51025,127.51025
2007.25,137.21377410234757,130.4165,130.4165
2007.5,139.2750627842804,133.07325,133.07325
2007.75,141.29690096512365,137.11875,137.11875
2008.0,148.65530666343403,140.9265,140.9265
2008.25,151.68556053755012,143.72225,143.72225
2008.5,155.3716915085806,148.90325,148.90325
2008.75,155.05646375657525,149.64875,149.64875
2009.0,161.81626039990167,148.92825,148.92825
2009.25,164.54038601973264,152.24725,152.24725
2009.5,165.92643819420636,154.54925,154.54925
2009.75,166.43288033487943,158.5845,158.5845
2010.0,171.3848185083287,160.71925,160.71925
2010.25,173.88806329822617,162.74375,162.74375
2010.5,174.6095224953145,163.3855,163.3855
2010.75,174.0356344976306,164.9175,164.9175
